Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC)
TAGGED,33539,AK,NMFS,H,LITTLE PORT WALTER,1997,SASHIN CR,,STEELHEAD,SMOLT       ,83.3,,1999,L PORT WALTER 109-10,6/25/99,3325,3325,,,AD,,,,CROSSTYPE 4:SASHIN LAKE X SASHIN CREEK
TAGGED,30117,AK,NMFS,H,LITTLE PORT WALTER,2001,SASHIN CR,,STEELHEAD,SMOLT       ,67.55,,2003,L PORT WALTER 109-10,6/12/03,13394,13394,,,AD,,,,"8 SUBGROUPS, INBREEDING/OUTBREEDING DEPRESSION, SASHIN LAKE/CREEK STHD/RAINBOW"
TAGGED,30118,AK,NMFS,H,LITTLE PORT WALTER,2002,SASHIN CR,,STEELHEAD,SMOLT       ,85.2,205,2004,L PORT WALTER 109-10,6/14/04,12598,12598,,,AD,,,,"5 SUBGROUPS, INBREEDING/OUTBREEDING DEPRESSION, SASHIN LAKE/CREEK STHD/RAINBOW"
TAGGED,30157,AK,NMFS,H,LITTLE PORT WALTER,2003,SASHIN CR,,STEELHEAD,SMOLT       ,123.1,,2005,L PORT WALTER 109-10,6/20/05,17454,17454,,,AD,,,,"8 SUBGROUPS, INBREEDING/OUTBREEDING DEPRESSION, SASHIN LAKE/CREEK STHD/RAINBOW"
TAGGED,35611,AK,NMFS,H,LITTLE PORT WALTER,2004,SASHIN CR,,STEELHEAD,SMOLT       ,144.8,233,2006,L PORT WALTER 109-10,6/20/06,998,998,,,AD,,,,PURE ANADROMOUS; INBRED; F=0.25
TAGGED,31759,AK,NMFS,H,SALMON CREEK,1982,MONTANA CR 111-50,,COHO,,17.15,,1984,SALMON CR 111-40,5/15/84,11466,11605,,,AD,,,,
TAGGED,31760,AK,NMFS,H,SALMON CREEK,1982,MONTANA CR 111-50,,COHO,,17.15,,1984,SALMON CR 111-40,5/15/84,11730,11872,,,AD,,,,
NOT TAGGED,!01121NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2012,UNALAKLEET R+OLD WOMAN R,,CHINOOK,ZYGOTE      ,,,2012,SOUTH R 333-60,10/26/12,0,667,C,3,TM,"3,1H","1:1.3,2.1",SOUTHRIVER12,
NOT TAGGED,!01141NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2014,UNALAKLEET R+OLD WOMAN R,,CHINOOK,ZYGOTE      ,,,2014,SOUTH R 333-60,9/29/14,0,68500,C,3,TM,"3,1H","1:1.3,2.1",SOUTHRIVER14,
NOT TAGGED,!01151NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2015,UNALAKLEET R+OLD WOMAN R,,CHINOOK,ZYGOTE      ,,,2015,SOUTH R 333-60,9/29/15,0,93320,C,3,TM,"6,2H","1:1.6,2.2",SOUTHRIVER15,
NOT TAGGED,!01045NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2004,NOME R 333-10,,CHUM,ZYGOTE      ,,,2004,HASTINGS CREEK 333-10,11/15/04,0,60000,,3,TM,3H,01:01.3,NORTON04CHUM,
NOT TAGGED,!01055NSED02,AK,NSEDC,H,NORTON SOUND HATCHERY,2005,NOME R 333-10,,CHUM,ZYGOTE      ,,,2005,NOME R 333-10,11/15/05,0,80824,,3,TM,2/2nH,1:1.2/2.2n,NORTON05CHUMB,
NOT TAGGED,!01055NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2005,SNAKE R 333-10,,CHUM,ZYGOTE      ,,,2005,SNAKE R 333-10,11/15/05,0,113025,,3,TM,2/1H,1:1.2/2.1,NORTON05CHUMA,
NOT TAGGED,!01065NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2006,SNAKE R 333-10,,CHUM,ZYGOTE      ,,,2006,SNAKE R 333-10,10/21/06,0,173827,,3,TM,"3n,2H","1:1.3n,2.2",NORTON06CHUM,
NOT TAGGED,!01075NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2007,SNAKE R 333-10,,CHUM,ZYGOTE      ,,,2007,SNAKE R 333-10,10/23/07,0,172092,,3,TM,3H,01:01.3,NORTON07CHUMA,
NOT TAGGED,!01115NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2011,SNAKE R 333-10,,CHUM,ZYGOTE      ,,,2011,SNAKE R 333-10,9/27/11,0,32577,C,3,TM,3H,01:01.3,NORTON11CHUMB,
NOT TAGGED,!01135NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2013,SNAKE R,,CHUM,ZYGOTE      ,,,2013,SNAKE R 333-10,9/26/13,0,123000,C,3,TM,"4,3nH","1:1.4,2.3n",NORTON13CHUM,
NOT TAGGED,!01145NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2014,SNAKE R,,CHUM,ZYGOTE      ,,,2014,SNAKE R 333-10,10/8/14,0,128000,C,3,TM,"1,4H","1:1.1,2.4",NORTON14CHUM,
NOT TAGGED,!01155NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2015,SNAKE R,,CHUM,ZYGOTE      ,,,2015,SNAKE R 333-10,10/9/15,0,140000,C,3,TM,"1,2,2nH","1:1.1,2.2,3.2n",NORTON15CHUM,
NOT TAGGED,!01165NSED02,AK,NSEDC,H,NORTON SOUND HATCHERY,2016,SNAKE R 333-10,,CHUM,ZYGOTE      ,,,2016,SNAKE R 333-10,10/7/16,0,113000,C,3,TM,8H,01:01.8,NORTON16CHUMB,
NOT TAGGED,!01075NSED02,AK,NSEDC,H,NORTON SOUND HATCHERY,2007,SOLOMON R 333-10,,CHUM,ZYGOTE      ,,,2007,SOLOMON R 333-10,10/20/07,0,54070,,3,TM,"1,2,2nH","1:1.1,2.2,3.2n",NORTON07CHUMB,
NOT TAGGED,!01085NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2008,SOLOMON R 333-10,,CHUM,ZYGOTE      ,,,2008,SOLOMON R 333-10,10/15/08,0,79571,,3,TM,3H,01:01.3,NORTON08CHUMB,
NOT TAGGED,!01105NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2010,SOLOMON R 333-10,,CHUM,ZYGOTE      ,,,2010,SOLOMON R 333-10,12/4/10,0,42687,,3,TM,4H,01:01.4,NORTON10CHUMA,
NOT TAGGED,!01115NSED02,AK,NSEDC,H,NORTON SOUND HATCHERY,2011,SOLOMON R 333-10,,CHUM,ZYGOTE      ,,,2011,SOLOMON R 333-10,9/23/11,0,59920,C,3,TM,"1,4H","1:1.1,2.4",NORTON11CHUMA,
NOT TAGGED,!01125NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2012,SOLOMON R 333-10,,CHUM,ZYGOTE      ,,,2012,SOLOMON R 333-10,10/10/12,0,757,C,3,TM,"1,2,2,2nH","1:1.1,2.2,3.2,4.2n",NORTON12CHUMA,
NOT TAGGED,!01145NSED02,AK,NSEDC,H,NORTON SOUND HATCHERY,2014,SOLOMON R 333-10,,CHUM,ZYGOTE      ,,,2014,SOLOMON R 333-10,10/3/14,0,36000,C,3,TM,"1,4H","1:1.1,2.4",NORTON14CHUM,
NOT TAGGED,!01165NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2015,SOLOMON R 333-10,,CHUM,EMERGENT FRY,0.25,,2016,SOLOMON R 333-10,5/15/16,0,43000,C,3,TM,"1,2,2nH","1:1.1,2.2,3.2n",NORTON15CHUM,
NOT TAGGED,!01052NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2005,SNAKE R 333-10,,COHO,ZYGOTE      ,,,2005,ANVIL CR 333-10,12/15/05,0,45786,,3,TM,"2,2H","1:1.2,2.2",NORTON05COHO,
NOT TAGGED,!01062NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2006,SNAKE R 333-10,,COHO,ZYGOTE      ,,,2006,ANVIL CR 333-10,12/15/06,0,74133,,3,TM,"3,2nH","1:1.3,2.2n",NORTON06COHO,
NOT TAGGED,!01072NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2007,SNAKE R 333-10,,COHO,ZYGOTE      ,,,2007,ANVIL CR 333-10,12/10/07,0,57968,,3,TM,"3,2nH","1:1.3,2.2n",NORTON07COHO,
NOT TAGGED,!01082NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2008,SNAKE R 333-10,,COHO,ZYGOTE      ,,,2008,ANVIL CR 333-10,12/3/08,0,71326,,3,TM,3H,01:01.3,NORTON08COHO,
NOT TAGGED,!01102NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2010,SNAKE R 333-10,,COHO,ZYGOTE      ,,,2010,ANVIL CR 333-10,12/4/10,0,63932,,3,TM,"2,3H","1:1.2,2.3",NORTON10COHO,
NOT TAGGED,!01112NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2011,SNAKE R 333-10,,COHO,ZYGOTE      ,,,2011,ANVIL CR 333-10,11/22/11,0,52547,C,3,TM,"2,3H","1:1.2,2.3",NORTON11COHO,
NOT TAGGED,!01132NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2013,SNAKE R,,COHO,ZYGOTE      ,,,2013,ANVIL CR 333-10,11/20/13,0,8000,C,3,TM,"2,3H","1:1.2,2.3",NORTON13COHO,
NOT TAGGED,!01142NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2014,SNAKE R,,COHO,ZYGOTE      ,,,2014,SNAKE R 333-10,12/1/14,0,10000,C,3,TM,"2,5nH","1:1.2,2.5n",NORTON14COHO,
NOT TAGGED,!01152NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2015,SNAKE R,,COHO,ZYGOTE      ,,,2015,SNAKE R 333-10,12/11/15,0,79000,C,3,TM,"2,3H","1:1.2,2.3",NORTON15COHO,
NOT TAGGED,!01162NSED01,AK,NSEDC,H,NORTON SOUND HATCHERY,2016,SNAKE R,,COHO,ZYGOTE      ,0.18,,2016,SNAKE R 333-10,12/13/16,0,101000,C,3,TM,"2,3H","1:1.2,2.3",NORTON16COHO,
TAGGED,B40809,AK,NSRAA,W,(W) AUKE CR,1980,AUKE CR,,PINK,EMERGENT FRY,0.25,,1981,AUKE CR 111-50,5/11/81,3019,3049,,1,AD,,,,
TAGGED,40712,AK,NSRAA,W,(W) SALMON LK 113-41,2000,SALMON LK 113-41,,COHO,PRESMOLT    ,,105,2001,SALMON LK 113-41,11/1/01,4616,4895,O,1,AD,,,,
TAGGED,40780,AK,NSRAA,W,(W) SALMON LK 113-41,2001,SALMON LK 113-41,,COHO,PRESMOLT    ,,110,2002,SALMON LK 113-41,12/6/02,4704,5042,O,1,AD,,,,
TAGGED,40844,AK,NSRAA,W,(W) SALMON LK 113-41,2002,SALMON LK 113-41,,COHO,PRESMOLT    ,10,,2003,SALMON LK 113-41,10/14/03,4981,5130,O,1,AD,,,,
TAGGED,40848,AK,NSRAA,W,(W) SALMON LK 113-41,2012,SALMON LK 113-41,,COHO,SMOLT       ,8,,2014,SALMON LK 113-41,5/20/14,72,72,,1,AD+LV,,,,
TAGGED,40849,AK,NSRAA,W,(W) SALMON LK 113-41,2013,SALMON LK 113-41,,COHO,SMOLT       ,12,,2015,SALMON LK 113-41,6/5/15,807,807,,1,AD+RV,,,,
TAGGED,43689,AK,NSRAA,W,(W) SALMON LK 113-41,2014,SALMON LK 113-41,,COHO,SMOLT       ,,85,2016,SALMON LK 113-41,5/20/16,2000,2014,,1,AD+RV,,,,
TAGGED,040849*2,AK,NSRAA,W,(W) SALMON LK 113-41,2014,SALMON LK 113-41,,COHO,SMOLT       ,,,2016,SALMON LK 113-41,4/17/16,286,288,,1,AD,,,,
NOT TAGGED,!01915NSRA10,AK,NSRAA,H,17 MI STREAM INCUB,1990,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,1991,17 MI(CHILKAT)115-32,4/15/91,0,76135,,1,NO MARK,,,,
NOT TAGGED,!01925NSRA16,AK,NSRAA,H,17 MI STREAM INCUB,1991,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,1992,17 MI(CHILKAT)115-32,4/15/92,0,195457,,1,NO MARK,,,,
NOT TAGGED,!01935NSRA09,AK,NSRAA,H,17 MI STREAM INCUB,1992,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,1993,17 MI(CHILKAT)115-32,4/15/93,0,47256,,1,NO MARK,,,,
NOT TAGGED,!01945NSRA13,AK,NSRAA,H,17 MI STREAM INCUB,1993,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,1994,17 MI(CHILKAT)115-32,4/15/94,0,178125,,1,NO MARK,,,,
NOT TAGGED,!01955NSRA03,AK,NSRAA,H,17 MI STREAM INCUB,1994,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,1995,17 MI(CHILKAT)115-32,4/30/95,0,394504,,1,NO MARK,,,,
NOT TAGGED,!01955NSRA04,AK,NSRAA,H,17 MI STREAM INCUB,1994,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,1995,17 MI(CHILKAT)115-32,4/30/95,0,493131,,1,NO MARK,,,,
NOT TAGGED,!01965NSRA02,AK,NSRAA,H,17 MI STREAM INCUB,1995,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,1996,17 MI(CHILKAT)115-32,4/15/96,0,470000,,1,NO MARK,,,,
NOT TAGGED,!01975NSRA03,AK,NSRAA,H,17 MI STREAM INCUB,1996,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,1997,17 MI(CHILKAT)115-32,4/20/97,0,28200,,1,NO MARK,,,,
NOT TAGGED,!01985NSRA03,AK,NSRAA,H,17 MI STREAM INCUB,1997,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,1998,17 MI(CHILKAT)115-32,4/30/98,0,482840,,1,NO MARK,,,,
NOT TAGGED,!01005NSRA03,AK,NSRAA,H,17 MI STREAM INCUB,1999,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,38,2000,17 MI(CHILKAT)115-32,4/8/00,0,335000,,1,NO MARK,,,,
NOT TAGGED,!01015NSRA03,AK,NSRAA,H,17 MI STREAM INCUB,2000,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,38,2001,17 MI(CHILKAT)115-32,4/10/01,0,471770,,1,NO MARK,,,,
NOT TAGGED,!01025NSRA03,AK,NSRAA,H,17 MI STREAM INCUB,2001,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,38,2002,17 MI(CHILKAT)115-32,4/15/02,0,431500,,1,NO MARK,,,,
NOT TAGGED,!01035NSRA03,AK,NSRAA,H,17 MI STREAM INCUB,2002,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,2003,17 MI(CHILKAT)115-32,5/1/03,0,193350,,1,NO MARK,,,,
NOT TAGGED,!01045NSRA03,AK,NSRAA,H,17 MI STREAM INCUB,2003,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,2004,17 MI(CHILKAT)115-32,4/30/04,0,472850,,1,NO MARK,,,,
NOT TAGGED,!01055NSRA03,AK,NSRAA,H,17 MI STREAM INCUB,2004,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,2005,17 MI(CHILKAT)115-32,5/15/05,0,1227391,,1,NO MARK,,,,
NOT TAGGED,!01065NSRA09,AK,NSRAA,H,17 MI STREAM INCUB,2005,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.38,,2006,17 MI(CHILKAT)115-32,5/10/06,0,216840,,1,TM,4H,01:01.4,17MILE05,
NOT TAGGED,!01065NSRA12,AK,NSRAA,H,17 MI STREAM INCUB,2005,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.38,,2006,17 MI(CHILKAT)115-32,5/10/06,0,647027,,1,NO MARK,,,,
NOT TAGGED,!01075NSRA02,AK,NSRAA,H,17 MI STREAM INCUB,2006,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.5,,2007,17 MI(CHILKAT)115-32,5/2/07,0,171853,,1,TM,"1,2,1H","1:1.1,2.2,3.1",17MILE06,
NOT TAGGED,!01075NSRA13,AK,NSRAA,H,17 MI STREAM INCUB,2006,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.5,,2007,17 MI(CHILKAT)115-32,5/2/07,0,225472,,1,NO MARK,,,,
NOT TAGGED,!01085NSRA09,AK,NSRAA,H,17 MI STREAM INCUB,2007,CHILKAT R 115-32,,CHUM,EMERGENT FRY,,,2008,17 MI(CHILKAT)115-32,5/1/08,0,217950,,1,NO MARK,,,,
NOT TAGGED,!01105NSRA09,AK,NSRAA,H,17 MI STREAM INCUB,2009,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.34,,2010,17 MI(CHILKAT)115-32,5/1/10,0,544972,,1,NO MARK,,,,
NOT TAGGED,!01115NSRA06,AK,NSRAA,H,17 MI STREAM INCUB,2010,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.42,,2011,17 MI(CHILKAT)115-32,5/1/11,0,543069,,1,TM,4H,01:01.4,CHILKAT10,
NOT TAGGED,!01115NSRA08,AK,NSRAA,H,17 MI STREAM INCUB,2010,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.42,,2011,17 MI(CHILKAT)115-32,5/1/11,0,1163289,,1,NO MARK,,,,
NOT TAGGED,!01115NSRA09,AK,NSRAA,H,17 MI STREAM INCUB,2010,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.42,,2011,17 MI(CHILKAT)115-32,5/1/11,0,565289,,1,TM,4H,01:01.4,CHILKAT10,
NOT TAGGED,!01125NSRA12,AK,NSRAA,H,17 MI STREAM INCUB,2011,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.39,,2012,17 MI(CHILKAT)115-32,5/1/12,0,1164527,,1,NO MARK,,,,
NOT TAGGED,!01135NSRA12,AK,NSRAA,H,17 MI STREAM INCUB,2012,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.39,,2013,17 MI(CHILKAT)115-32,5/1/13,0,380851,,1,NO MARK,,,,
NOT TAGGED,!01145NSRA11,AK,NSRAA,H,17 MI STREAM INCUB,2013,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.39,,2014,17 MI(CHILKAT)115-32,5/1/14,0,1196567,,1,NO MARK,,,,
NOT TAGGED,!01155NSRA12,AK,NSRAA,H,17 MI STREAM INCUB,2014,CHILKAT R 115-32,,CHUM,EMERGENT FRY,0.39,,2015,17 MI(CHILKAT)115-32,5/1/15,0,1165309,,1,NO MARK,,,,
NOT TAGGED,!01855NSRA01,AK,NSRAA,H,31 MI STREAM INCUB,1984,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1985,31 MI(KLEHINI)115-32,4/15/85,0,47127,,1,NO MARK,,,,
NOT TAGGED,!01865NSRA02,AK,NSRAA,H,31 MI STREAM INCUB,1985,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1986,31 MI(KLEHINI)115-32,4/15/86,0,35750,,1,NO MARK,,,,
NOT TAGGED,!01875NSRA06,AK,NSRAA,H,31 MI STREAM INCUB,1986,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1987,31 MI(KLEHINI)115-32,4/15/87,0,241000,,1,NO MARK,,,,
NOT TAGGED,!01885NSRA05,AK,NSRAA,H,31 MI STREAM INCUB,1987,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1988,31 MI(KLEHINI)115-32,4/15/88,0,605625,,1,NO MARK,,,,
NOT TAGGED,!01895NSRA08,AK,NSRAA,H,31 MI STREAM INCUB,1988,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1989,31 MI(KLEHINI)115-32,4/15/89,0,529565,,1,NO MARK,,,,
NOT TAGGED,!01905NSRA07,AK,NSRAA,H,31 MI STREAM INCUB,1989,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1990,31 MI(KLEHINI)115-32,4/15/90,0,765155,,1,NO MARK,,,,
NOT TAGGED,!01915NSRA11,AK,NSRAA,H,31 MI STREAM INCUB,1990,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1991,31 MI(KLEHINI)115-32,4/15/91,0,95000,,1,NO MARK,,,,
NOT TAGGED,!01925NSRA15,AK,NSRAA,H,31 MI STREAM INCUB,1991,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1992,31 MI(KLEHINI)115-32,4/15/92,0,387450,,1,NO MARK,,,,
NOT TAGGED,!01935NSRA08,AK,NSRAA,H,31 MI STREAM INCUB,1992,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1993,31 MI(KLEHINI)115-32,4/30/93,0,643952,,1,NO MARK,,,,
NOT TAGGED,!01945NSRA12,AK,NSRAA,H,31 MI STREAM INCUB,1993,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1994,31 MI(KLEHINI)115-32,4/30/94,0,807500,,1,NO MARK,,,,
NOT TAGGED,!01965NSRA01,AK,NSRAA,H,31 MI STREAM INCUB,1995,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1996,31 MI(KLEHINI)115-32,4/30/96,0,14250,,1,NO MARK,,,,
NOT TAGGED,!01975NSRA01,AK,NSRAA,H,31 MI STREAM INCUB,1996,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1997,31 MI(KLEHINI)115-32,4/1/97,0,170000,,1,NO MARK,,,,
NOT TAGGED,!01985NSRA01,AK,NSRAA,H,31 MI STREAM INCUB,1997,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1998,31 MI(KLEHINI)115-32,4/30/98,0,240400,,1,NO MARK,,,,
NOT TAGGED,!01995NSRA01,AK,NSRAA,H,31 MI STREAM INCUB,1998,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1999,31 MI(KLEHINI)115-32,4/30/99,0,373360,,1,NO MARK,,,,
NOT TAGGED,!01005NSRA01,AK,NSRAA,H,31 MI STREAM INCUB,1999,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,39,2000,31 MI(KLEHINI)115-32,5/10/00,0,334540,,1,NO MARK,,,,
NOT TAGGED,!01015NSRA01,AK,NSRAA,H,31 MI STREAM INCUB,2000,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,39,2001,31 MI(KLEHINI)115-32,5/10/01,0,286375,,1,NO MARK,,,,
NOT TAGGED,!01055NSRA01,AK,NSRAA,H,31 MI STREAM INCUB,2004,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,2005,31 MI(KLEHINI)115-32,5/15/05,0,563918,,1,NO MARK,,,,
NOT TAGGED,!01095NSRA09,AK,NSRAA,H,31 MI STREAM INCUB,2008,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.35,,2009,31 MI(KLEHINI)115-32,5/15/09,0,664982,,1,NO MARK,,,,
NOT TAGGED,!01105NSRA07,AK,NSRAA,H,31 MI STREAM INCUB,2009,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.34,,2010,31 MI(KLEHINI)115-32,5/1/10,0,605150,,1,NO MARK,,,,
NOT TAGGED,!01125NSRA13,AK,NSRAA,H,31 MI STREAM INCUB,2011,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.39,,2012,31 MI(KLEHINI)115-32,5/1/12,0,700254,,1,NO MARK,,,,
NOT TAGGED,!01135NSRA14,AK,NSRAA,H,31 MI STREAM INCUB,2012,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.39,,2013,31 MI(KLEHINI)115-32,5/1/13,0,723628,,1,NO MARK,,,,
NOT TAGGED,!01145NSRA12,AK,NSRAA,H,31 MI STREAM INCUB,2013,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.39,,2014,31 MI(KLEHINI)115-32,5/1/14,0,732936,,1,NO MARK,,,,
NOT TAGGED,!01155NSRA13,AK,NSRAA,H,31 MI STREAM INCUB,2014,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.39,,2015,31 MI(KLEHINI)115-32,5/1/15,0,747922,,1,NO MARK,,,,
NOT TAGGED,!01075NSRA01,AK,NSRAA,H,31 MI STREAM INCUB,2006,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,2007,KLEHINI R 115-32,6/1/07,0,492837,,1,NO MARK,,,,
TAGGED,35602,AK,NSRAA,H,AUKE CREEK,1981,AUKE CR,,COHO,,17.61,,1983,SALMON CR 111-40,6/15/83,31767,74185,,,AD,,,,
NOT TAGGED,!01975NSRA02,AK,NSRAA,H,HERMAN CR SPAWN CHAN,1996,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1997,HERMAN CR 115-32,4/15/97,0,9600,,1,NO MARK,,,,
NOT TAGGED,!01985NSRA02,AK,NSRAA,H,HERMAN CR SPAWN CHAN,1997,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1998,HERMAN CR 115-32,5/15/98,0,140120,,1,NO MARK,,,,
NOT TAGGED,!01995NSRA02,AK,NSRAA,H,HERMAN CR SPAWN CHAN,1998,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,1999,HERMAN CR 115-32,5/15/99,0,951000,,1,NO MARK,,,,
NOT TAGGED,!01005NSRA02,AK,NSRAA,H,HERMAN CR SPAWN CHAN,1999,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,39,2000,HERMAN CR 115-32,5/13/00,0,918850,,1,NO MARK,,,,
NOT TAGGED,!01015NSRA02,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2000,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,39,2001,HERMAN CR 115-32,5/14/01,0,915100,,1,NO MARK,,,,
NOT TAGGED,!01025NSRA02,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2001,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,39,2002,HERMAN CR 115-32,5/18/02,0,122600,,1,NO MARK,,,,
NOT TAGGED,!01035NSRA02,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2002,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,2003,HERMAN CR 115-32,4/2/03,0,276000,,1,NO MARK,,,,
NOT TAGGED,!01045NSRA02,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2003,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.36,,2004,HERMAN CR 115-32,5/19/04,0,211412,,1,NO MARK,,,,
NOT TAGGED,!01055NSRA02,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2004,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.43,,2005,HERMAN CR 115-32,5/15/05,0,813781,,1,NO MARK,,,,
NOT TAGGED,!01065NSRA11,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2005,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,2006,HERMAN CR 115-32,5/19/06,0,915155,,1,NO MARK,,,,
NOT TAGGED,!01075NSRA12,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2006,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,2007,HERMAN CR 115-32,5/1/07,0,972768,,1,NO MARK,,,,
NOT TAGGED,!01085NSRA10,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2007,KLEHINI R 115-32,,CHUM,EMERGENT FRY,,,2008,HERMAN CR 115-32,5/1/08,0,1399139,,1,NO MARK,,,,
NOT TAGGED,!01095NSRA08,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2008,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.34,,2009,HERMAN CR 115-32,5/15/09,0,1520922,,1,NO MARK,,,,
NOT TAGGED,!01105NSRA08,AK,NSRAA,H,HERMAN CR SPAWN CHAN,2009,KLEHINI R 115-32,,CHUM,EMERGENT FRY,0.34,,2010,HERMAN CR 115-32,5/1/10,0,1505623,,1,NO MARK,,,,
